,Program Name,Course Code,CRN,Subject,Course Number,Section,Title,Type,Day(s),Time,Room,Instructor(s)
1070,Web Mobile App Dsgn & Develpmt,WMDD 4825,20246,WMDD,4825,M01,Intro User Experience Design,Lecture,-----S-,1130-1320,B018,Marinela Poso
1071,Web Mobile App Dsgn & Develpmt,WMDD 4825,20246,WMDD,4825,M01,Intro User Experience Design,Lecture,-------,-,WWW,Marinela Poso
1072,Web Mobile App Dsgn & Develpmt,WMDD 4825,20247,WMDD,4825,M02,Intro User Experience Design,Lecture,-----S-,1330-1520,B018,Marinela Poso
1073,Web Mobile App Dsgn & Develpmt,WMDD 4825,20247,WMDD,4825,M02,Intro User Experience Design,Lecture,-------,-,WWW,Marinela Poso
1074,Web Mobile App Dsgn & Develpmt,WMDD 4835,20248,WMDD,4835,M01,HTML/CSS II,Lecture,-T-----,0930-1120,B018,Kevin McMillan
1075,Web Mobile App Dsgn & Develpmt,WMDD 4835,20248,WMDD,4835,M01,HTML/CSS II,Lecture,-------,-,WWW,Kevin McMillan
1076,Web Mobile App Dsgn & Develpmt,WMDD 4835,20249,WMDD,4835,M02,HTML/CSS II,Lecture,-T-----,1130-1320,B018,Kevin McMillan
1077,Web Mobile App Dsgn & Develpmt,WMDD 4835,20249,WMDD,4835,M02,HTML/CSS II,Lecture,-------,-,WWW,Kevin McMillan
1078,Web Mobile App Dsgn & Develpmt,WMDD 4840,20250,WMDD,4840,M01,Content Management Systems,Lecture,---R---,0930-1120,B014,Kevin McMillan
1079,Web Mobile App Dsgn & Develpmt,WMDD 4840,20250,WMDD,4840,M01,Content Management Systems,Lecture,-------,-,WWW,Kevin McMillan
1080,Web Mobile App Dsgn & Develpmt,WMDD 4840,20251,WMDD,4840,M02,Content Management Systems,Lecture,---R---,1130-1320,B014,Kevin McMillan
1081,Web Mobile App Dsgn & Develpmt,WMDD 4840,20251,WMDD,4840,M02,Content Management Systems,Lecture,-------,-,WWW,Kevin McMillan
1082,Web Mobile App Dsgn & Develpmt,WMDD 4850,20252,WMDD,4850,M01,Advanced Typography,Lecture,---R---,1430-1620,B014,Josue Menjivar
1083,Web Mobile App Dsgn & Develpmt,WMDD 4850,20252,WMDD,4850,M01,Advanced Typography,Lecture,-------,-,WWW,Josue Menjivar
1084,Web Mobile App Dsgn & Develpmt,WMDD 4855,20253,WMDD,4855,M01,Web Programming II,Lecture,----F--,1630-1820,B018,Reza Etemadi
1085,Web Mobile App Dsgn & Develpmt,WMDD 4855,20253,WMDD,4855,M01,Web Programming II,Lecture,-------,-,WWW,Reza Etemadi
1086,Web Mobile App Dsgn & Develpmt,WMDD 4885,20254,WMDD,4885,M01,Integrated Project,Lecture,--W----,0930-1220,B018,Richard Wong
1087,Web Mobile App Dsgn & Develpmt,WMDD 4885,20254,WMDD,4885,M01,Integrated Project,Lecture,-------,-,WWW,Richard Wong
1088,Web Mobile App Dsgn & Develpmt,WMDD 4885,20255,WMDD,4885,M02,Integrated Project,Lecture,--W----,1330-1620,B018,Richard Wong
1089,Web Mobile App Dsgn & Develpmt,WMDD 4885,20255,WMDD,4885,M02,Integrated Project,Lecture,-------,-,WWW,Richard Wong
1090,Web Mobile App Dsgn & Develpmt,WMDD 4900,20257,WMDD,4900,M01,Advanced Graphics Design,Lecture,-T-----,1530-1720,B014,Tyler Higgs
1091,Web Mobile App Dsgn & Develpmt,WMDD 4900,20257,WMDD,4900,M01,Advanced Graphics Design,Lecture,-------,-,WWW,Tyler Higgs
1092,Web Mobile App Dsgn & Develpmt,WMDD 4905,20258,WMDD,4905,M01,3D Design & Prototyping,Lecture,--W----,1330-1520,B014,Peter Vysek
1093,Web Mobile App Dsgn & Develpmt,WMDD 4905,20258,WMDD,4905,M01,3D Design & Prototyping,Lecture,-------,-,WWW,Peter Vysek
1094,Web Mobile App Dsgn & Develpmt,WMDD 4910,20269,WMDD,4910,M01,Advanced Graphics Techniques,Lecture,-----S-,0930-1120,B014,Lu Yu
1095,Web Mobile App Dsgn & Develpmt,WMDD 4910,20269,WMDD,4910,M01,Advanced Graphics Techniques,Lecture,-------,-,WWW,Lu Yu
1096,Web Mobile App Dsgn & Develpmt,WMDD 4915,20270,WMDD,4915,M01,Audio/Video Production,Lecture,--W----,1130-1320,B014,Jeffrey Ellis
1097,Web Mobile App Dsgn & Develpmt,WMDD 4915,20270,WMDD,4915,M01,Audio/Video Production,Lecture,-------,-,WWW,Jeffrey Ellis
1098,Web Mobile App Dsgn & Develpmt,WMDD 4921,20259,WMDD,4921,M01,Intro to Database Technologies,Lecture,---R---,0930-1120,B018,Denis Billette
1099,Web Mobile App Dsgn & Develpmt,WMDD 4921,20259,WMDD,4921,M01,Intro to Database Technologies,Lecture,-------,-,WWW,Denis Billette
1100,Web Mobile App Dsgn & Develpmt,WMDD 4925,20260,WMDD,4925,M01,Advanced User Experience Dsgn,Lecture,-T-----,1330-1520,B014,Tyler Higgs
1101,Web Mobile App Dsgn & Develpmt,WMDD 4925,20260,WMDD,4925,M01,Advanced User Experience Dsgn,Lecture,-------,-,WWW,Tyler Higgs
1102,Web Mobile App Dsgn & Develpmt,WMDD 4930,20261,WMDD,4930,M01,Objct-Orntd Dsgn & Programming,Lecture,---R---,1330-1520,B018,Tak Lam Wong
1103,Web Mobile App Dsgn & Develpmt,WMDD 4930,20261,WMDD,4930,M01,Objct-Orntd Dsgn & Programming,Lecture,-------,-,WWW,Tak Lam Wong
1104,Web Mobile App Dsgn & Develpmt,WMDD 4936,20262,WMDD,4936,M01,Full-Stack Web Development,Lecture,--W----,1630-1820,B018,Denis Billette
1105,Web Mobile App Dsgn & Develpmt,WMDD 4936,20262,WMDD,4936,M01,Full-Stack Web Development,Lecture,-------,-,WWW,Denis Billette
1106,Web Mobile App Dsgn & Develpmt,WMDD 4940,20272,WMDD,4940,M01,Native Android App Development,Lecture,--W----,1730-1920,B014,Reza Abbasi
1107,Web Mobile App Dsgn & Develpmt,WMDD 4940,20272,WMDD,4940,M01,Native Android App Development,Lecture,-------,-,WWW,Reza Abbasi
1108,Web Mobile App Dsgn & Develpmt,WMDD 4945,20273,WMDD,4945,M01,Native iOS App Development,Lecture,--W----,1530-1720,B014,Reza Abbasi
1109,Web Mobile App Dsgn & Develpmt,WMDD 4945,20273,WMDD,4945,M01,Native iOS App Development,Lecture,-------,-,WWW,Reza Abbasi
1110,Web Mobile App Dsgn & Develpmt,WMDD 4950,20274,WMDD,4950,M01,Security & Cloud & Server Admn,Lecture,---R---,1130-1320,B018,Denis Billette
1111,Web Mobile App Dsgn & Develpmt,WMDD 4950,20274,WMDD,4950,M01,Security & Cloud & Server Admn,Lecture,-------,-,WWW,Denis Billette
1112,Web Mobile App Dsgn & Develpmt,WMDD 4961,20263,WMDD,4961,M01,Industry and Busns Strategies,Lecture,M------,1130-1320,B014,Paul Brassard
1113,Web Mobile App Dsgn & Develpmt,WMDD 4961,20263,WMDD,4961,M01,Industry and Busns Strategies,Lecture,-------,-,WWW,Paul Brassard
1114,Web Mobile App Dsgn & Develpmt,WMDD 4961,20264,WMDD,4961,M02,Industry and Busns Strategies,Lecture,M------,1330-1520,B014,Paul Brassard
1115,Web Mobile App Dsgn & Develpmt,WMDD 4961,20264,WMDD,4961,M02,Industry and Busns Strategies,Lecture,-------,-,WWW,Paul Brassard
1116,Web Mobile App Dsgn & Develpmt,WMDD 4970,20275,WMDD,4970,M01,Game Design Foundations,Lecture,M------,1830-2020,B014,Jorge Puertovannetti Arjona
1117,Web Mobile App Dsgn & Develpmt,WMDD 4970,20275,WMDD,4970,M01,Game Design Foundations,Lecture,-------,-,WWW,Jorge Puertovannetti Arjona
1118,Web Mobile App Dsgn & Develpmt,WMDD 4980,20265,WMDD,4980,M01,Project 2,Lecture,----F--,0930-1220,B014,Tomoko Okochi
1119,Web Mobile App Dsgn & Develpmt,WMDD 4980,20265,WMDD,4980,M01,Project 2,Lecture,-------,-,WWW,Tomoko Okochi
1120,Web Mobile App Dsgn & Develpmt,WMDD 4980,20268,WMDD,4980,M02,Project 2,Lecture,----F--,1230-1520,B014,Tomoko Okochi
1121,Web Mobile App Dsgn & Develpmt,WMDD 4980,20268,WMDD,4980,M02,Project 2,Lecture,-------,-,WWW,Tomoko Okochi
1122,Web Mobile App Dsgn & Develpmt,WMDD 4985,20276,WMDD,4985,M01,Capstone Project,Lecture,----F--,0930-1220,T530,Tyler Higgs
1123,Web Mobile App Dsgn & Develpmt,WMDD 4985,20276,WMDD,4985,M01,Capstone Project,Lecture,-------,-,WWW,Tyler Higgs
1124,Web Mobile App Dsgn & Develpmt,WMDD 4985,20277,WMDD,4985,M02,Capstone Project,Lecture,----F--,0930-1220,T530,Tyler Higgs
1125,Web Mobile App Dsgn & Develpmt,WMDD 4985,20277,WMDD,4985,M02,Capstone Project,Lecture,-------,-,WWW,Tyler Higgs
1126,Web Mobile App Dsgn & Develpmt,WMDD 4997,20280,WMDD,4997,M01,Advncd Tpcs for Web Mble Dsgnr,Lecture,-----S-,1130-1320,B014,Lu Yu
1127,Web Mobile App Dsgn & Develpmt,WMDD 4997,20280,WMDD,4997,M01,Advncd Tpcs for Web Mble Dsgnr,Lecture,-------,-,WWW,Lu Yu
1128,Web Mobile App Dsgn & Develpmt,WMDD 4998,20278,WMDD,4998,W01,Advncd Tpcs for Web Mble Dvlpr,WWW,---R---,1730-1920,WWW,Denis Billette
1129,Web Mobile App Dsgn & Develpmt,WMDD 4998,20278,WMDD,4998,W01,Advncd Tpcs for Web Mble Dvlpr,WWW,-------,-,WWW,Denis Billette
1130,Work Experience,EXPE 2300,20131,EXPE,2300,A01,Emplmnt Strtgs Crrnt Lbr Mrkt,Lecture,M-W----,1030-1320,A276,Heather Workman
1131,Work Experience,EXPE 2300,20133,EXPE,2300,AM1,Emplmnt Strtgs Crrnt Lbr Mrkt,Lecture,-T-----,1530-1820,C510,Sean Padley
1132,Work Experience,EXPE 2300,20133,EXPE,2300,AM1,Emplmnt Strtgs Crrnt Lbr Mrkt,Lecture,---R---,1530-1820,WWW,Sean Padley
1133,Work Experience,EXPE 2300,20132,EXPE,2300,M01,Emplmnt Strtgs Crrnt Lbr Mrkt,Lecture,-T-----,1030-1220,C510,Sean Padley
1134,Work Experience,EXPE 2300,20132,EXPE,2300,M01,Emplmnt Strtgs Crrnt Lbr Mrkt,Lecture,---R---,1030-1220,WWW,Sean Padley
1135,Work Experience,EXPE 2300,20134,EXPE,2300,W01,Emplmnt Strtgs Crrnt Lbr Mrkt,WWW,-------,-,WWW,. TBA
1136,Work Experience,EXPE 4800,20135,EXPE,4800,001,Craft Your Career,Lecture,M-W----,0830-1020,C510,Linda Dom
1137,Work Experience,EXPE 4800,20136,EXPE,4800,002,Craft Your Career,Lecture,-T-R---,1030-1220,A274,Shirley Hui
1138,Work Experience,EXPE 4800,20138,EXPE,4800,003,Craft Your Career,Lecture,----F--,1230-1520,C510,Hannah Flostrand
1139,Work Experience,EXPE 4800,20139,EXPE,4800,004,Craft Your Career,Lecture,-T-R---,1030-1220,A276,Shelley-Anne Vidal
1140,Work Experience,EXPE 4802,20140,EXPE,4802,001,Interviews and Your Prof Image,Lecture,---R---,1030-1220,C510,Hannah Flostrand
1141,Work Experience,EXPE 4803,20141,EXPE,4803,001,Employment Search Strategies,Lecture,---R---,1830-2020,A272,Shirley Hui
1142,Work Experience,EXPE 4803,20142,EXPE,4803,002,Employment Search Strategies,Lecture,--W----,1030-1220,A272,Linda Dom
1143,Work Experience,EXPE 4803,20143,EXPE,4803,003,Employment Search Strategies,Lecture,---R---,0830-1020,C510,Manuela Klick
1144,Work Experience,EXPE 4803,20144,EXPE,4803,004,Employment Search Strategies,Lecture,M------,1630-1820,C510,Manuela Klick
1145,Work Experience,EXPE 4803,20145,EXPE,4803,005,Employment Search Strategies,Lecture,--W----,1030-1220,A274,Lana Van Velthuizen
1146,Work Experience,EXPE 4814,20154,EXPE,4814,C01,Work Experience Term - BUSM,On Site Work,-------,-,OFFC,Manuela Klick
1147,Work Experience,EXPE 4814,20156,EXPE,4814,C02,Work Experience Term - BUSM,On Site Work,-------,-,OFFC,Manuela Klick
1148,Work Experience,EXPE 4814,20157,EXPE,4814,C03,Work Experience Term - BUSM,On Site Work,-------,-,OFFC,Linda Dom
1149,Work Experience,EXPE 4814,20159,EXPE,4814,C04,Work Experience Term - BUSM,On Site Work,-------,-,OFFC,Linda Dom
1150,Work Experience,EXPE 4834,20161,EXPE,4834,C01,Work Experience Term - WMDD,On Site Work,-------,-,OFFC,. TBA
1151,Work Experience,EXPE 4844,20162,EXPE,4844,C01,Work Experience Term - DANA,On Site Work,-------,-,OFFC,. TBA
1152,Work Integrated Learning Exp,WILX 1102,20166,WILX,1102,C01,International Work/Vol Exp. 2,On Site Work,-------,-,OFFC,Parisa Zitouni
